stride_bytes,requested_footprint_bytes,actual_footprint_bytes,nodes,timed_samples,dependent_accesses_per_sample,total_dependent_accesses,mean_tsc_ticks_per_access,median_tsc_ticks_per_access,stddev,q1,q3,p5,p95,min,max,outliers,seed,raw_file
8,65536,65536,8192,1000000,64,64000000,11.966418687,11.937500000,2.032364176,11.687500000,12.187500000,11.187500000,12.593750000,10.500000000,715.906250000,21802,12345,line_size_l12_stride8_footprint65536_raw.csv
8,131072,131072,16384,1000000,64,64000000,14.123852063,14.062500000,2.087569611,13.656250000,14.468750000,13.125000000,15.187500000,12.250000000,210.843750000,14730,12345,line_size_l12_stride8_footprint131072_raw.csv
8,262144,262144,32768,1000000,64,64000000,19.086788219,19.000000000,2.583618649,18.187500000,19.843750000,17.093750000,21.125000000,14.562500000,205.531250000,10119,12345,line_size_l12_stride8_footprint262144_raw.csv
8,524288,524288,65536,1000000,64,64000000,30.398109656,30.343750000,3.408274658,29.218750000,31.468750000,27.687500000,32.937500000,23.156250000,530.281250000,4678,12345,line_size_l12_stride8_footprint524288_raw.csv
16,65536,65536,4096,1000000,64,64000000,12.198864063,12.187500000,1.739120662,11.906250000,12.468750000,11.500000000,12.750000000,10.812500000,495.531250000,5532,12345,line_size_l12_stride16_footprint65536_raw.csv
16,131072,131072,8192,1000000,64,64000000,14.350352375,14.281250000,1.974083692,13.843750000,14.750000000,13.281250000,15.468750000,12.156250000,504.656250000,8544,12345,line_size_l12_stride16_footprint131072_raw.csv
16,262144,262144,16384,1000000,64,64000000,19.405326375,19.312500000,3.356175200,18.468750000,20.187500000,17.281250000,21.593750000,14.562500000,841.562500000,10489,12345,line_size_l12_stride16_footprint262144_raw.csv
16,524288,524288,32768,1000000,64,64000000,31.106189500,31.031250000,3.603039593,29.968750000,32.093750000,28.500000000,33.656250000,24.187500000,855.375000000,11087,12345,line_size_l12_stride16_footprint524288_raw.csv
32,65536,65536,2048,1000000,64,64000000,13.026892156,12.968750000,2.261335874,12.812500000,13.156250000,12.437500000,13.687500000,11.593750000,946.000000000,83197,12345,line_size_l12_stride32_footprint65536_raw.csv
32,131072,131072,4096,1000000,64,64000000,14.982610031,14.875000000,2.058436845,14.437500000,15.406250000,13.843750000,16.187500000,13.000000000,501.343750000,7908,12345,line_size_l12_stride32_footprint131072_raw.csv
32,262144,262144,8192,1000000,64,64000000,20.106077781,20.000000000,2.788706087,19.156250000,20.906250000,18.062500000,22.218750000,15.031250000,535.093750000,6587,12345,line_size_l12_stride32_footprint262144_raw.csv
32,524288,524288,16384,1000000,64,64000000,32.282577625,32.218750000,3.672790176,31.218750000,33.250000000,29.531250000,34.750000000,26.281250000,837.750000000,11862,12345,line_size_l12_stride32_footprint524288_raw.csv
64,65536,65536,1024,1000000,64,64000000,14.700240750,14.656250000,1.940941667,14.562500000,14.750000000,14.468750000,14.875000000,13.906250000,496.593750000,8220,12345,line_size_l12_stride64_footprint65536_raw.csv
64,131072,131072,2048,1000000,64,64000000,16.413117062,16.375000000,2.165417619,15.937500000,16.843750000,15.187500000,17.531250000,14.406250000,498.250000000,8919,12345,line_size_l12_stride64_footprint131072_raw.csv
64,262144,262144,4096,1000000,64,64000000,22.544851188,22.468750000,2.936251520,21.468750000,23.468750000,20.187500000,24.875000000,17.031250000,508.562500000,6131,12345,line_size_l12_stride64_footprint262144_raw.csv
64,524288,524288,8192,1000000,64,64000000,35.238093937,35.187500000,3.727117816,34.250000000,36.187500000,32.562500000,37.562500000,28.625000000,1032.375000000,10399,12345,line_size_l12_stride64_footprint524288_raw.csv
128,65536,65536,512,1000000,64,64000000,14.828473219,14.781250000,2.050523521,14.656250000,14.875000000,14.531250000,14.968750000,14.031250000,493.468750000,13122,12345,line_size_l12_stride128_footprint65536_raw.csv
128,131072,131072,1024,1000000,64,64000000,16.760824438,16.625000000,2.310639411,16.031250000,17.343750000,15.312500000,18.500000000,14.375000000,524.156250000,9112,12345,line_size_l12_stride128_footprint131072_raw.csv
128,262144,262144,2048,1000000,64,64000000,23.966605969,23.875000000,2.753633333,22.937500000,24.843750000,21.781250000,26.250000000,18.468750000,203.843750000,5559,12345,line_size_l12_stride128_footprint262144_raw.csv
128,524288,524288,4096,1000000,64,64000000,39.164580812,39.093750000,3.843788400,38.406250000,39.812500000,37.312500000,40.718750000,34.875000000,1329.093750000,5501,12345,line_size_l12_stride128_footprint524288_raw.csv
256,65536,65536,256,1000000,64,64000000,14.633342750,14.625000000,1.851457186,14.531250000,14.656250000,14.468750000,14.718750000,13.937500000,495.937500000,6091,12345,line_size_l12_stride256_footprint65536_raw.csv
256,131072,131072,512,1000000,64,64000000,16.618118031,16.531250000,2.174360931,16.031250000,17.093750000,15.500000000,17.812500000,14.343750000,520.468750000,1725,12345,line_size_l12_stride256_footprint131072_raw.csv
256,262144,262144,1024,1000000,64,64000000,24.556982156,24.406250000,2.914471588,23.437500000,25.531250000,22.218750000,27.031250000,19.593750000,504.718750000,2587,12345,line_size_l12_stride256_footprint262144_raw.csv
256,524288,524288,2048,1000000,64,64000000,39.951703969,39.843750000,3.317139889,39.250000000,40.531250000,38.343750000,41.437500000,35.562500000,523.468750000,8108,12345,line_size_l12_stride256_footprint524288_raw.csv
512,65536,65536,128,1000000,64,64000000,14.643904406,14.625000000,2.431216788,14.531250000,14.687500000,14.468750000,14.718750000,13.812500000,825.093750000,5583,12345,line_size_l12_stride512_footprint65536_raw.csv
512,131072,131072,256,1000000,64,64000000,16.594644344,16.562500000,2.153802348,16.187500000,16.937500000,15.687500000,17.406250000,14.656250000,645.562500000,2731,12345,line_size_l12_stride512_footprint131072_raw.csv
512,262144,262144,512,1000000,64,64000000,24.740901937,24.562500000,3.164770214,23.843750000,25.437500000,22.812500000,26.937500000,20.312500000,1030.500000000,10552,12345,line_size_l12_stride512_footprint262144_raw.csv
512,524288,524288,1024,1000000,64,64000000,40.174800969,40.187500000,3.331725748,39.562500000,40.718750000,38.375000000,41.437500000,36.000000000,521.718750000,19057,12345,line_size_l12_stride512_footprint524288_raw.csv
